,Status of existing checking account,Duration,Credit history,Purpose_business,Purpose_car (new),Purpose_car (used),Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/television,Purpose_repairs,Purpose_retraining,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Sex,Other debtors_co-applicant,Other debtors_guarantor,Other debtors_none,Present residence since,Age,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
394,0,9,0,0,0,0,0,0,1,0,0,0,0,2406,1,0,2,0,0,0,1,3,31,1,1,3,1,0,1
395,2,39,1,0,0,0,0,1,0,0,0,0,0,11760,2,3,2,0,0,0,1,3,32,0,1,2,1,1,1
396,1,12,3,0,0,0,0,0,1,0,0,0,0,2578,1,0,3,1,0,0,1,4,55,2,1,3,1,0,1
397,1,36,0,0,0,0,0,0,1,0,0,0,0,2348,1,2,3,0,0,0,1,2,46,1,2,2,1,1,1
398,2,12,3,0,1,0,0,0,0,0,0,0,0,1223,1,4,1,0,0,0,1,1,46,0,2,2,1,0,1
399,0,24,0,0,0,0,0,0,0,0,1,0,0,1516,4,2,4,1,0,0,1,1,43,1,2,1,1,0,1
400,0,18,3,0,0,0,0,0,0,0,1,0,0,1473,1,1,3,0,0,0,1,4,39,1,1,2,1,1,1
401,2,18,0,1,0,0,0,0,0,0,0,0,0,1887,0,2,4,0,0,0,1,4,28,1,2,2,1,0,1
402,0,24,1,1,0,0,0,0,0,0,0,0,0,8648,1,1,2,0,0,0,1,2,27,1,2,2,1,1,1
403,0,14,1,0,1,0,0,0,0,0,0,0,0,802,1,2,4,0,0,0,1,2,27,1,2,1,1,0,1
404,2,18,1,0,1,0,0,0,0,0,0,0,0,2899,0,4,4,0,0,0,1,4,43,1,1,2,2,0,1
405,2,24,3,0,0,0,0,0,0,0,1,0,0,2039,1,1,1,0,0,0,1,1,22,1,1,2,1,1,1
406,0,24,0,0,0,1,0,0,0,0,0,0,0,2197,0,3,4,0,0,0,1,4,43,1,2,2,2,1,1
407,1,15,3,0,0,0,0,0,0,0,1,0,0,1053,1,1,4,0,0,0,1,2,27,1,1,2,1,0,0
408,0,24,3,0,0,0,0,0,0,0,1,0,0,3235,3,4,3,0,0,0,1,2,26,1,1,3,1,1,1
409,3,12,0,0,1,0,0,0,0,0,0,0,0,939,3,3,4,0,0,0,1,2,28,1,3,2,1,1,1
410,2,24,3,0,0,0,0,0,0,0,1,0,0,1967,1,4,4,1,0,0,1,4,20,1,1,2,1,1,1
411,0,33,0,0,0,1,0,0,0,0,0,0,0,7253,1,3,3,0,0,0,1,2,35,1,2,3,1,1,1
412,0,12,0,1,0,0,0,0,0,0,0,0,0,2292,1,0,4,0,0,0,1,2,42,1,2,3,1,1,1
413,0,10,3,0,1,0,0,0,0,0,0,0,0,1597,3,2,3,0,0,0,1,2,40,0,1,1,2,0,0
414,1,24,3,0,1,0,0,0,0,0,0,0,0,1381,0,2,4,1,0,0,1,2,35,1,1,2,1,0,1
415,0,36,0,0,0,1,0,0,0,0,0,0,0,5842,1,4,2,0,0,0,1,2,35,1,2,2,2,1,1
416,1,12,3,0,1,0,0,0,0,0,0,0,0,2579,1,1,4,0,0,0,1,1,33,1,1,1,2,0,1
417,1,18,1,0,0,0,0,1,0,0,0,0,0,8471,0,2,1,1,0,0,1,2,23,0,2,2,1,1,1
418,0,21,3,0,1,0,0,0,0,0,0,0,0,2782,3,3,1,1,0,0,1,2,31,1,1,3,1,0,1
419,2,18,3,0,1,0,0,0,0,0,0,0,0,1042,0,2,4,1,0,0,1,2,33,1,1,2,1,0,1
420,0,15,3,0,1,0,0,0,0,0,0,0,0,3186,4,3,2,1,0,0,1,3,20,0,1,2,1,0,1
421,2,12,3,0,0,1,0,0,0,0,0,0,0,2028,0,2,4,0,0,0,1,2,30,1,1,2,1,0,1
422,2,12,0,0,1,0,0,0,0,0,0,0,0,958,1,3,2,0,0,0,1,3,47,1,2,1,2,0,1
423,0,21,1,0,0,0,0,0,1,0,0,0,0,1591,2,3,4,0,0,0,1,3,34,1,2,3,1,0,1
424,2,12,3,0,0,0,0,0,1,0,0,0,0,2762,0,4,1,1,0,0,1,2,25,1,1,2,1,1,1
425,2,18,3,0,0,1,0,0,0,0,0,0,0,2779,1,2,1,0,0,0,1,3,21,0,1,2,1,1,1
426,0,28,0,0,0,0,0,0,0,0,1,0,0,2743,1,4,4,0,0,0,1,2,29,1,2,2,1,0,1
427,0,18,0,0,0,0,0,0,0,0,1,0,0,1149,4,2,4,0,0,0,1,3,46,1,2,2,1,0,1
428,0,9,3,0,0,0,0,0,1,0,0,0,0,1313,1,4,1,0,0,0,1,4,20,1,1,2,1,0,1
429,1,18,0,0,0,0,0,0,0,0,0,1,0,1190,1,0,2,1,0,0,1,4,55,2,3,0,2,0,1
430,0,5,3,1,0,0,0,0,0,0,0,0,0,3448,1,3,1,0,0,0,1,4,74,1,1,1,1,0,1
431,2,24,3,0,0,0,0,0,0,1,0,0,0,11328,1,2,2,0,1,0,0,3,29,1,2,3,1,1,1
432,1,6,0,0,0,0,0,0,1,0,0,0,0,1872,1,0,4,0,0,0,1,4,36,2,3,3,1,1,1
433,0,24,0,0,0,0,0,0,0,0,0,1,0,2058,1,2,4,0,0,0,1,2,33,1,2,2,1,1,1
434,1,9,3,0,0,0,0,0,1,0,0,0,0,2136,1,2,3,0,0,0,1,2,25,1,1,2,1,0,1
435,2,12,3,0,0,0,0,0,0,0,1,0,0,1484,0,2,2,0,0,0,1,1,25,1,1,2,1,1,1
436,0,6,3,0,0,0,0,0,0,0,0,1,0,660,3,3,2,0,0,0,1,4,23,0,1,1,1,0,1
437,0,24,0,0,1,0,0,0,0,0,0,0,0,1287,4,4,4,1,0,0,1,4,37,1,2,2,1,1,1
438,1,42,0,0,0,0,0,0,0,0,0,1,0,3394,1,0,4,0,1,0,0,4,65,1,2,0,1,0,1
439,3,12,4,1,0,0,0,0,0,0,0,0,0,609,1,1,4,1,0,0,1,1,26,1,1,0,1,0,1
440,0,12,3,0,1,0,0,0,0,0,0,0,0,1884,1,4,4,0,0,0,1,4,39,1,1,3,1,1,1
441,1,12,3,0,0,0,0,0,1,0,0,0,0,1620,1,2,2,1,1,0,0,3,30,1,1,2,1,0,1
442,2,20,1,0,0,0,0,0,0,1,0,0,0,2629,1,2,2,0,0,0,1,3,29,1,2,2,1,1,1
443,0,12,3,0,0,0,0,1,0,0,0,0,0,719,1,4,4,0,0,0,1,4,41,1,1,1,2,0,1
444,2,48,0,0,0,0,0,0,1,0,0,0,0,5096,1,2,2,1,0,0,1,3,30,1,1,3,1,1,1
445,0,9,0,0,0,0,0,1,0,0,0,0,0,1244,0,4,4,1,0,0,1,4,41,0,2,1,1,0,1
446,1,36,3,0,1,0,0,0,0,0,0,0,0,1842,1,1,4,1,0,0,1,4,34,1,1,2,1,1,1
447,2,7,3,0,0,0,0,0,0,0,1,0,0,2576,1,2,2,0,0,1,0,2,35,1,1,2,1,0,1
448,3,12,3,0,0,0,0,0,1,0,0,0,0,1424,0,4,3,1,0,0,1,4,55,1,1,3,1,1,1
449,2,15,1,0,0,0,0,0,0,0,0,1,0,1512,4,2,3,0,0,0,1,3,61,1,2,2,1,0,1
450,0,36,0,0,0,1,0,0,0,0,0,0,0,11054,0,2,4,0,0,0,1,2,30,1,1,3,1,1,1
451,0,6,3,0,0,0,0,0,0,0,1,0,0,518,1,2,3,1,0,0,1,1,29,1,1,2,1,0,1
452,0,12,2,0,0,0,0,0,1,0,0,0,0,2759,1,4,2,0,0,0,1,4,34,1,2,2,1,0,1
453,0,24,3,0,0,1,0,0,0,0,0,0,0,2670,1,4,4,0,0,0,1,4,35,1,1,3,1,1,1
454,1,24,3,0,1,0,0,0,0,0,0,0,0,4817,1,3,2,0,1,0,0,3,31,1,1,2,1,1,1
455,0,24,3,0,0,1,0,0,0,0,0,0,0,2679,1,1,4,1,0,0,1,1,29,1,1,3,1,1,1
456,1,11,0,0,1,0,0,0,0,0,0,0,0,3905,1,2,2,0,0,0,1,2,36,0,2,2,2,0,1
457,1,12,3,0,0,1,0,0,0,0,0,0,0,3386,1,4,3,0,0,0,1,4,35,2,1,2,1,1,1
458,1,6,3,0,0,0,1,0,0,0,0,0,0,343,1,1,4,1,0,0,1,1,27,1,1,2,1,0,1
459,0,18,3,0,0,0,0,0,0,0,1,0,0,4594,1,1,3,0,0,0,1,2,32,1,1,2,1,1,1
460,1,36,3,0,0,0,0,0,1,0,0,0,0,3620,1,2,1,0,0,1,0,2,37,1,1,2,2,0,1
461,1,15,3,0,1,0,0,0,0,0,0,0,0,1721,1,1,2,0,0,0,1,3,36,1,1,2,1,0,1
462,2,12,3,0,0,0,0,0,1,0,0,0,0,3017,1,1,3,1,0,0,1,1,34,0,1,3,1,0,1
463,2,12,3,0,0,0,0,0,0,0,0,0,1,754,0,4,4,0,0,0,1,4,38,1,2,2,1,0,1
464,0,18,3,1,0,0,0,0,0,0,0,0,0,1950,1,3,4,0,0,0,1,1,34,1,2,2,1,1,1
465,1,24,3,0,0,1,0,0,0,0,0,0,0,2924,1,2,3,0,0,1,0,4,63,1,1,2,2,1,1
466,1,24,1,0,0,0,0,0,0,0,1,0,0,1659,1,1,4,1,0,0,1,2,29,0,1,1,1,1,1
467,0,48,1,0,0,0,0,0,0,0,1,0,0,7238,0,4,3,0,0,0,1,3,32,1,2,2,2,0,1
468,0,33,1,1,0,0,0,0,0,0,0,0,0,2764,1,2,2,1,0,0,1,2,26,1,2,2,1,1,1
469,0,24,1,0,0,1,0,0,0,0,0,0,0,4679,1,3,3,0,0,0,1,3,35,1,2,1,1,1,1
470,2,24,3,0,0,0,0,0,0,0,1,0,0,3092,2,1,3,0,0,0,1,2,22,0,1,2,1,1,1
471,1,6,3,0,0,0,0,1,0,0,0,0,0,448,1,1,4,1,0,0,1,4,23,1,1,2,1,0,1
472,1,9,3,0,1,0,0,0,0,0,0,0,0,654,1,2,4,0,0,0,1,3,28,1,1,1,1,0,1
473,0,6,3,0,0,0,0,0,0,0,0,0,1,1238,0,0,4,0,0,0,1,4,36,1,1,3,2,1,1
474,2,18,0,0,0,0,0,0,0,0,1,0,0,1245,1,2,4,0,0,0,1,2,33,1,1,2,1,0,1
475,1,18,2,0,0,0,0,0,1,0,0,0,0,3114,1,1,1,1,0,0,1,4,26,0,1,2,1,0,1
476,0,39,3,0,0,1,0,0,0,0,0,0,0,2569,3,2,4,0,0,0,1,4,24,1,1,2,1,0,1
477,3,24,3,0,0,0,0,0,0,0,1,0,0,5152,1,3,4,0,0,0,1,2,25,1,1,2,1,0,1
478,2,12,3,1,0,0,0,0,0,0,0,0,0,1037,2,3,3,0,0,0,1,4,39,1,1,1,1,0,1
479,1,15,0,0,0,0,0,0,1,0,0,0,0,1478,1,4,4,0,0,0,1,4,44,1,2,2,2,1,1
480,2,12,0,0,0,0,0,0,0,0,1,0,0,3573,1,2,1,1,0,0,1,1,23,1,1,1,1,0,1
481,2,24,3,0,1,0,0,0,0,0,0,0,0,1201,1,1,4,0,0,0,1,1,26,1,1,2,1,0,1
482,1,30,3,0,0,0,0,0,1,0,0,0,0,3622,4,4,4,1,0,0,1,4,57,0,2,2,1,1,1
483,0,15,1,0,0,0,0,0,1,0,0,0,0,960,4,3,3,1,0,0,1,2,30,1,2,2,1,0,1
484,0,12,0,0,1,0,0,0,0,0,0,0,0,1163,3,2,4,0,0,0,1,4,44,1,1,2,1,1,1
485,2,6,1,0,1,0,0,0,0,0,0,0,0,1209,1,0,4,0,0,0,1,4,47,1,1,3,1,1,1
486,0,12,3,0,0,0,0,0,0,0,1,0,0,3077,1,2,2,0,0,0,1,4,52,1,1,2,1,1,1
487,0,24,3,0,1,0,0,0,0,0,0,0,0,3757,1,4,4,1,1,0,0,4,62,2,1,2,1,1,1
488,0,10,3,0,1,0,0,0,0,0,0,0,0,1418,2,2,3,0,0,0,1,2,35,0,1,1,1,0,0
489,0,6,3,0,1,0,0,0,0,0,0,0,0,3518,1,2,2,0,0,1,0,3,26,0,1,2,1,0,1
490,0,12,0,0,0,0,0,0,0,0,1,0,0,1934,1,4,2,0,0,0,1,2,26,1,2,2,1,0,1
491,2,27,2,1,0,0,0,0,0,0,0,0,0,8318,1,4,2,1,0,0,1,4,42,2,2,3,1,1,1
492,0,6,0,0,0,0,0,0,0,0,1,0,0,1237,2,2,1,1,0,0,1,1,27,1,2,2,1,0,1
493,2,6,3,0,0,0,0,0,0,0,1,0,0,368,0,4,4,0,0,0,1,4,38,1,1,2,1,0,1
494,1,12,0,0,1,0,0,0,0,0,0,0,0,2122,1,2,3,0,0,0,1,2,39,0,2,1,2,0,0
495,1,24,3,0,0,0,0,0,1,0,0,0,0,2996,0,2,2,0,0,0,1,4,20,1,1,2,1,0,1
496,2,36,3,0,0,0,0,0,1,0,0,0,0,9034,2,1,4,0,1,0,0,1,29,0,1,3,1,1,1
497,0,24,0,0,0,0,0,0,1,0,0,0,0,1585,1,3,4,0,0,0,1,3,40,1,2,2,1,0,1
498,2,18,3,0,0,0,0,0,0,0,1,0,0,1301,1,4,4,0,0,1,0,2,32,1,1,1,1,0,1
499,3,6,0,0,1,0,0,0,0,0,0,0,0,1323,2,4,2,0,0,0,1,4,28,1,2,2,2,1,1
500,1,24,3,0,1,0,0,0,0,0,0,0,0,3123,1,1,4,1,0,0,1,1,27,1,1,2,1,0,1
501,1,36,3,0,0,1,0,0,0,0,0,0,0,5493,1,4,2,0,0,0,1,4,42,2,1,2,2,0,1
502,3,9,3,0,0,0,0,0,0,0,1,0,0,1126,2,4,2,0,0,0,1,4,49,1,1,2,1,0,1
503,2,24,0,0,0,0,0,0,0,0,1,0,0,1216,2,1,4,0,0,0,1,4,38,1,2,2,2,0,1
504,1,24,3,0,1,0,0,0,0,0,0,0,0,1207,1,1,4,1,0,0,1,4,24,0,1,2,1,0,1
505,0,10,3,0,1,0,0,0,0,0,0,0,0,1309,0,2,4,0,0,1,0,4,27,1,1,1,1,0,1
506,3,15,0,0,0,1,0,0,0,0,0,0,0,2360,3,2,2,0,0,0,1,2,36,1,1,2,1,1,1
507,2,15,4,0,1,0,0,0,0,0,0,0,0,6850,2,0,1,0,0,0,1,2,34,1,1,3,2,1,1
508,0,24,3,0,0,0,0,0,0,0,1,0,0,1413,1,2,4,0,0,0,1,2,28,1,1,2,1,0,1
509,0,39,3,0,0,1,0,0,0,0,0,0,0,8588,2,4,4,0,0,0,1,2,45,1,1,3,1,1,1
510,1,12,3,0,1,0,0,0,0,0,0,0,0,759,1,3,4,0,0,0,1,2,26,1,1,2,1,0,1
511,0,36,3,0,0,1,0,0,0,0,0,0,0,4686,1,2,2,0,0,0,1,2,32,2,1,3,1,1,1
512,3,15,3,1,0,0,0,0,0,0,0,0,0,2687,1,3,2,0,0,0,1,4,26,0,1,2,1,1,1
513,2,12,1,0,0,0,0,0,0,0,1,0,0,585,1,2,4,0,1,0,0,4,20,0,2,2,1,0,1
514,0,24,3,0,1,0,0,0,0,0,0,0,0,2255,0,1,4,0,0,0,1,1,54,1,1,2,1,0,1
515,1,6,0,0,1,0,0,0,0,0,0,0,0,609,1,3,4,1,0,0,1,3,37,1,2,2,1,0,0
516,1,6,0,0,1,0,0,0,0,0,0,0,0,1361,1,1,2,0,0,0,1,4,40,1,1,1,2,0,0
517,0,36,0,0,0,0,0,0,1,0,0,0,0,7127,1,1,2,1,0,0,1,4,23,0,2,2,1,1,1
518,1,6,3,0,1,0,0,0,0,0,0,0,0,1203,2,4,3,0,0,0,1,2,43,1,1,2,1,1,1
519,0,6,0,0,0,0,0,0,0,0,1,0,0,700,0,4,4,0,0,0,1,4,36,2,2,2,1,0,1
520,0,24,0,0,0,0,0,0,0,0,0,1,0,5507,1,4,3,0,0,0,1,4,44,2,2,2,1,0,1
521,1,18,3,0,0,0,0,0,0,0,1,0,0,3190,1,2,2,1,0,0,1,2,24,1,1,2,1,0,1
522,1,48,2,0,0,0,0,0,1,0,0,0,0,7119,1,2,3,0,0,0,1,4,53,2,2,2,2,0,1
523,0,24,3,0,0,1,0,0,0,0,0,0,0,3488,2,3,3,1,0,0,1,4,23,1,1,2,1,0,1
524,2,18,3,0,0,0,0,0,0,0,1,0,0,1113,1,2,4,1,0,1,0,4,26,1,1,1,2,0,1
525,2,26,3,0,0,1,0,0,0,0,0,0,0,7966,1,1,2,0,0,0,1,3,30,1,2,2,1,0,1
526,0,15,0,0,0,0,0,1,0,0,0,0,0,1532,2,2,4,1,0,0,1,3,31,1,1,2,1,0,1
527,0,4,0,0,0,0,0,0,0,0,1,0,0,1503,1,3,2,0,0,0,1,1,42,1,2,1,2,0,1
528,1,36,3,0,0,0,0,0,0,0,1,0,0,2302,1,2,4,0,0,0,1,4,31,0,1,2,1,0,1
529,1,6,3,0,1,0,0,0,0,0,0,0,0,662,1,1,3,0,0,0,1,4,41,1,1,1,2,1,1
530,2,36,3,0,0,0,0,1,0,0,0,0,0,2273,1,3,3,0,0,0,1,1,32,1,2,2,2,0,1
531,2,15,3,0,1,0,0,0,0,0,0,0,0,2631,2,2,2,1,0,0,1,4,28,0,2,2,1,1,1
532,0,12,1,0,0,1,0,0,0,0,0,0,0,1503,1,2,4,0,0,0,1,4,41,0,1,2,1,0,1
533,0,24,3,0,0,0,0,0,0,0,1,0,0,1311,2,3,4,0,0,0,1,3,26,1,1,2,1,1,1
534,0,24,3,0,0,0,0,0,0,0,1,0,0,3105,0,1,4,0,0,0,1,2,25,1,2,2,1,0,1
535,3,21,0,0,0,0,0,1,0,0,0,0,0,2319,1,1,2,0,0,0,1,1,33,0,1,2,1,0,1
536,1,6,3,0,1,0,0,0,0,0,0,0,0,1374,0,0,4,1,0,0,1,3,75,1,1,3,1,1,1
537,2,18,0,0,0,0,0,0,1,0,0,0,0,3612,1,4,3,1,0,0,1,4,37,1,1,2,1,1,1
538,1,48,3,0,1,0,0,0,0,0,0,0,0,7763,1,4,4,0,0,0,1,4,42,2,1,3,1,0,1
539,3,18,3,0,0,0,0,0,1,0,0,0,0,3049,1,1,1,1,0,0,1,1,45,1,1,1,1,0,1
540,2,12,3,0,0,0,0,0,0,0,1,0,0,1534,1,1,1,0,0,0,1,1,23,0,1,2,1,0,1
541,0,24,1,0,1,0,0,0,0,0,0,0,0,2032,1,4,4,0,0,0,1,4,60,2,2,2,1,1,1
542,1,30,3,0,0,0,0,0,1,0,0,0,0,6350,0,4,4,0,0,0,1,4,31,1,1,2,1,0,1
543,3,18,3,0,0,0,0,0,1,0,0,0,0,2864,1,2,2,0,0,0,1,1,34,1,1,1,2,0,1
544,0,12,0,0,1,0,0,0,0,0,0,0,0,1255,1,4,4,0,0,0,1,4,61,1,2,1,1,0,1
545,1,24,1,0,1,0,0,0,0,0,0,0,0,1333,1,0,4,0,0,0,1,2,43,2,2,2,2,0,1
546,0,24,0,0,1,0,0,0,0,0,0,0,0,2022,1,2,4,1,0,0,1,4,37,1,1,2,1,1,1
547,0,24,3,0,0,0,0,0,0,0,1,0,0,1552,1,3,3,0,0,0,1,1,32,1,1,2,2,0,1
548,1,12,4,0,0,0,0,0,0,0,1,0,0,626,1,2,4,1,0,0,1,4,24,1,1,1,1,0,1
549,0,48,0,0,0,1,0,0,0,0,0,0,0,8858,0,3,2,0,0,0,1,1,35,2,2,2,1,1,1
550,0,12,0,0,0,0,0,0,0,0,0,1,0,996,0,3,4,1,0,0,1,4,23,1,2,2,1,0,1
551,0,6,4,0,0,0,0,0,0,0,1,0,0,1750,3,4,2,0,0,0,1,4,45,1,1,1,2,0,1
552,1,48,3,0,0,0,0,0,0,0,1,0,0,6999,1,3,1,0,0,1,0,1,34,1,2,2,1,1,1
553,2,12,0,0,1,0,0,0,0,0,0,0,0,1995,2,1,4,0,0,0,1,1,27,1,1,2,1,0,1
554,2,9,3,0,0,0,0,1,0,0,0,0,0,1199,1,3,4,1,0,0,1,4,67,1,2,3,1,1,1
555,2,12,3,0,0,0,0,0,0,0,1,0,0,1331,1,1,2,0,0,0,1,1,22,1,1,2,1,0,1
556,2,18,2,0,1,0,0,0,0,0,0,0,0,2278,2,1,3,1,0,0,1,3,28,1,2,2,1,0,1
557,0,21,2,0,1,0,0,0,0,0,0,0,0,5003,0,2,1,1,0,0,1,4,29,1,2,2,1,1,1
558,1,24,4,0,0,0,0,0,1,0,0,0,0,3552,1,3,3,0,0,0,1,4,27,1,1,2,1,0,1
559,2,18,0,0,0,0,0,0,1,0,0,0,0,1928,1,1,2,0,0,0,1,2,31,1,2,1,1,0,1
560,1,24,3,0,0,1,0,0,0,0,0,0,0,2964,0,4,4,0,0,0,1,4,49,2,1,2,2,1,1
561,1,24,4,0,0,0,0,0,0,0,1,0,0,1546,1,3,4,0,0,1,0,4,24,0,1,1,1,0,1
562,3,6,1,0,0,0,0,0,0,0,1,0,0,683,1,1,2,1,0,0,1,1,29,1,1,2,1,0,1
563,2,36,3,0,1,0,0,0,0,0,0,0,0,12389,0,2,1,0,0,0,1,4,37,2,1,2,1,1,1
564,2,24,1,1,0,0,0,0,0,0,0,0,0,4712,0,2,4,0,0,0,1,2,37,1,2,3,1,1,1
565,2,24,1,0,0,0,0,0,0,0,1,0,0,1553,2,3,3,1,0,0,1,2,23,0,2,2,1,1,1
566,1,12,3,0,1,0,0,0,0,0,0,0,0,1372,1,3,2,0,0,0,1,3,36,1,1,2,1,0,1
567,0,24,0,0,0,0,0,0,0,0,1,0,0,2578,4,4,2,0,0,0,1,2,34,1,1,2,1,0,1
568,2,48,3,0,0,0,0,0,0,0,1,0,0,3979,0,3,4,0,0,0,1,1,41,1,2,2,2,1,1
569,1,48,3,0,0,0,0,0,0,0,1,0,0,6758,1,2,3,1,0,0,1,2,31,1,1,2,1,1,1
570,1,24,3,0,0,0,0,0,1,0,0,0,0,3234,1,1,4,1,0,0,1,4,23,0,1,1,1,1,1
571,0,30,0,0,0,0,0,0,0,0,1,0,0,5954,1,3,3,0,1,0,0,2,38,1,1,2,1,0,1
572,0,24,3,0,0,1,0,0,0,0,0,0,0,5433,0,0,2,1,0,0,1,4,26,0,1,3,1,1,1
573,1,15,3,1,0,0,0,0,0,0,0,0,0,806,1,2,4,1,0,0,1,4,22,1,1,1,1,0,1
574,2,9,3,0,0,0,0,0,0,0,1,0,0,1082,1,4,4,0,0,0,1,4,27,1,2,1,1,0,1
575,0,15,0,0,0,0,0,0,1,0,0,0,0,2788,1,3,2,1,1,0,0,3,24,1,2,2,1,0,1
576,2,12,3,0,0,0,0,0,0,0,1,0,0,2930,1,3,2,1,0,0,1,1,27,1,1,2,1,0,1
577,0,24,0,0,0,0,0,1,0,0,0,0,0,1927,0,2,3,1,0,0,1,2,33,1,2,2,1,1,1
578,2,36,0,0,1,0,0,0,0,0,0,0,0,2820,1,1,4,0,0,0,1,4,27,1,2,2,1,0,1
579,0,24,3,0,0,0,0,0,0,0,0,0,1,937,1,1,4,0,0,0,1,3,27,1,2,1,1,0,1
580,2,18,0,0,1,0,0,0,0,0,0,0,0,1056,1,4,3,0,0,1,0,3,30,1,2,2,1,0,1
581,2,12,0,0,1,0,0,0,0,0,0,0,0,3124,1,1,1,0,0,0,1,3,49,1,2,1,2,0,1
582,0,9,3,0,0,0,0,0,1,0,0,0,0,1388,1,2,4,1,0,0,1,2,26,0,1,2,1,0,1
583,2,36,3,0,0,0,0,0,0,0,0,1,0,2384,1,1,4,0,0,0,1,1,33,0,1,1,1,0,1
584,0,12,3,0,1,0,0,0,0,0,0,0,0,2133,0,4,4,1,0,0,1,4,52,2,1,3,1,1,1
585,1,18,3,0,0,0,0,0,1,0,0,0,0,2039,1,2,1,1,0,0,1,4,20,0,1,2,1,0,1
586,1,9,0,0,1,0,0,0,0,0,0,0,0,2799,1,2,2,0,0,0,1,2,36,0,2,2,2,0,1
587,1,12,3,0,0,0,0,0,1,0,0,0,0,1289,1,2,4,0,0,1,0,1,21,1,1,1,1,0,1
588,1,18,3,0,0,0,1,0,0,0,0,0,0,1217,1,2,4,0,0,0,1,3,47,1,1,1,1,1,1
589,1,12,0,0,0,0,0,0,1,0,0,0,0,2246,1,4,3,0,0,0,1,3,60,1,2,2,1,0,1
590,1,12,0,0,0,0,0,0,0,0,1,0,0,385,1,3,4,1,0,0,1,3,58,1,4,1,1,1,1
591,2,24,1,0,1,0,0,0,0,0,0,0,0,1965,0,2,4,1,0,0,1,4,42,0,2,2,1,1,1
592,0,21,3,1,0,0,0,0,0,0,0,0,0,1572,4,4,4,1,0,0,1,4,36,1,1,1,1,0,1
593,2,24,3,0,1,0,0,0,0,0,0,0,0,2718,1,2,3,1,0,0,1,4,20,0,1,1,1,1,1
594,1,24,4,0,0,0,0,0,0,1,0,0,0,1358,0,4,4,0,0,0,1,3,40,1,1,3,1,1,1
595,2,6,4,0,1,0,0,0,0,0,0,0,0,931,2,1,1,1,0,0,1,1,32,1,1,1,1,0,1
